iast	slp1	pos	n	gloss_idx	gloss_ru	status	flags	gloss_lemma	min_band	nkrya_tokens	synonym_proposal	synonym_ipm	synonym_band
abhirāma	aBirAma	ADJ	15	3	причудливо	flag	inflected,unknown	причудливый		причудливый:A:-:-			
abhirūpa	aBirUpa	ADJ	18	3	ученого	flag	inflected,unknown	учёный		учёный:S:-:-			
abhisambhū	aBisamBU	VERB	6	1	становясь	flag	inflected,unknown	становиться		становиться:V:-:-			
abhisambhū	aBisamBU	VERB	6	2	идут	flag	inflected,unknown	идти		идти:V:-:-			
abhisami	aBisami	VERB	6	2	стекаются	flag	inflected,unknown	стекаться		стекаться:V:-:-			
abhisami	aBisami	VERB	6	3	обрушатся	flag	inflected,unknown	обрушиться		обрушиться:V:-:-			
abhisampad	aBisampad	VERB	2	1	достигает	flag	inflected	достигать	3	достигать:V:3:47.90			
abhisampad	aBisampad	VERB	2	2	достигаются	flag	inflected,unknown	достигаться		достигаться:V:-:-			
abhisampat	aBisampat	VERB	2	1	увидел	flag	inflected	увидеть	4	увидеть:V:4:448.26			
abhisampat	aBisampat	VERB	2	2	собирались	flag	inflected,unknown	собираться		собираться:V:-:-			
abhisamprekṣ	aBisamprekz	VERB	5	1	увидев	flag	inflected	увидеть	4	увидеть:V:4:448.26			
abhisamprekṣ	aBisamprekz	VERB	5	2	смотрел	flag	inflected,unknown	смотреть		смотреть:V:-:-			
abhisamprekṣ	aBisamprekz	VERB	5	3	обращаясь	flag	inflected,unknown	обращаться		обращаться:V:-:-			
abhisampūjay	aBisampUjay	VERB	2	1	почтив	flag	inflected,unknown	почтить		почтить:V:-:-			
abhisampūjay	aBisampUjay	VERB	2	2	почтил	flag	inflected,unknown	почтить		почтить:V:-:-			
abhisamāgam	aBisamAgam	VERB	2	1	подойдя	flag	inflected,unknown	подойти		подойти:V:-:-			
abhisamāpad	aBisamApad	noun	2	2	подумал	flag	inflected,unknown	подумать		подумать:V:-:-			
abhisamīray	aBisamIray	VERB	3	1	налетающим	flag	inflected,unknown	налетающий		налетать:V:-:-			
abhisatkṛ	aBisatkf	VERB	3	3	одарил	flag	inflected,unknown	одарить		одарить:V:-:-			
abhisatkṛta	aBisatkfta	noun	4	2	почтенная	flag	inflected_ambiguous,unknown			почтенный:A:-:-			
abhisaṃbandh	aBisaMbanD	noun	8	1	связан	flag	inflected_ambiguous,unknown			связать:V:-:-			
abhisaṃbhū	aBisaMBU	noun	5	1	достигаю	flag	inflected	достигать	3	достигать:V:3:47.90			
abhisaṃbhū	aBisaMBU	noun	5	2	достигну	flag	inflected,unknown	достигнуть		достигнуть:V:-:-			
abhisaṃbhū	aBisaMBU	noun	5	3	постигнув	flag	inflected,unknown	постичь		постичь:V:-:-			
abhisaṃdhā	aBisaMDA	noun	35	1	сблизившись	flag	inflected,unknown	сблизиться		сблизиться:V:-:-			
abhisaṃgupta	aBisaMgupta	noun	2	1	охраняли	flag	inflected,unknown	охранять		охранять:V:-:-			
abhisaṃgupta	aBisaMgupta	noun	2	2	обороняют	flag	inflected,unknown	оборонять		оборонять:V:-:-			
abhisaṃkrudh	aBisaMkruD	noun	6	1	разгневался	flag	inflected,unknown	разгневаться		разгневаться:V:-:-			
abhisaṃkrudh	aBisaMkruD	noun	6	2	разъяренные	flag	inflected_ambiguous,unknown			разъярённый:A:-:-			
abhisaṃpad	aBisaMpad	noun	4	1	поступает	flag	inflected,unknown	поступать		поступать:V:-:-			
abhisaṃpad	aBisaMpad	noun	4	2	входя	flag	inflected,unknown	входить		входить:V:-:-			
abhisaṃpad	aBisaMpad	noun	4	3	достигли	flag	inflected,unknown	достигнуть		достигнуть:V:-:-			
abhisaṃpat	aBisaMpat	noun	2	1	достигает	flag	inflected	достигать	3	достигать:V:3:47.90			
abhisaṃpat	aBisaMpat	noun	2	2	запрыгивали	flag	inflected,unknown	запрыгивать		запрыгивать:V:-:-			
abhisaṃrabh	aBisaMraB	VERB	6	1	Охватывают	flag	inflected,unknown	охватывать		охватывать:V:-:-			
abhisaṃsthāpay	aBisaMsTApay	VERB	2	1	помещаем	flag	inflected,unknown	помещать		помещать:V:-:-			
abhisaṃtapta	aBisaMtapta	noun	15	3	жгло	flag	inflected,unknown	жечь		жечь:V:-:-			
abhisaṃviś	aBisaMviS	VERB	22	1	проникают	flag	inflected,unknown	проникать		проникать:V:-:-			
abhisaṃviś	aBisaMviS	VERB	22	2	проникает	flag	inflected,unknown	проникать		проникать:V:-:-			
abhisaṃviś	aBisaMviS	VERB	22	3	Объединитесь	flag	inflected,unknown	объединиться		объединиться:V:-:-			
abhisaṃvṛ	aBisaMvf	VERB	7	1	окутал	flag	inflected,unknown	окутать		окутать:V:-:-			
abhisaṃvṛ	aBisaMvf	VERB	7	2	Окруженную	flag	inflected,unknown	окружённый		окружить:V:-:-			
abhisaṃvṛta	aBisaMvfta	noun	20	1	окруженному	flag	inflected,unknown	окружённый		окружить:V:-:-			
abhisaṃvṛta	aBisaMvfta	noun	20	2	укрыта	flag	inflected_ambiguous,unknown			укрытый:A:-:-			
abhisaṃvṛta	aBisaMvfta	noun	20	3	Обнесенного	flag	inflected,unknown	обнесённый		обнести:V:-:-			
abhisaṃśri	aBisaMSri	VERB	2	1	опираясь	flag	inflected,unknown	опираться		опираться:V:-:-			
abhisaṃśrita	aBisaMSrita	noun	4	1	подошел	flag	inflected,unknown	подойти		подойти:V:-:-			
abhisaṃśrita	aBisaMSrita	noun	4	2	приблизился	flag	inflected,unknown	приблизиться		приблизиться:V:-:-			
abhisaṃśrita	aBisaMSrita	noun	4	3	присоединились	flag	inflected,unknown	присоединиться		присоединиться:V:-:-			
abhisidh	aBisiD	VERB	3	1	достигает	flag	inflected	достигать	3	достигать:V:3:47.90			
abhisvar	aBisvar	VERB	4	1	взывают	flag	inflected,unknown	взывать		взывать:V:-:-			
abhisvar	aBisvar	VERB	4	2	зову	flag	inflected_ambiguous,unknown			звать:V:-:-			
abhisvar	aBisvar	VERB	4	3	подпевают	flag	inflected,unknown	подпевать		подпевать:V:-:-			
abhisvara	aBisvara	NOUN	5	2	окликом	flag	inflected,unknown	оклик		оклик:S:-:-			
abhisāntvay	aBisAntvay	VERB	3	2	успокаивая	flag	inflected,unknown	успокаивать		успокаивать:V:-:-			
abhisāntvay	aBisAntvay	VERB	3	3	утешили	flag	inflected,unknown	утешить		утешить:V:-:-			
abhisāra	aBisAra	NOUN	6	3	силами	flag	inflected	сила	4	сила:S:4:706.05			
abhisāri	aBisAri	noun	3	2	впадали	flag	inflected,unknown	впадать		впадать:V:-:-			
abhisāyi	aBisAyi	noun	2	2	вечеру	flag	inflected,unknown	вечер		вечер:S:-:-			
abhisṛ	aBisf	VERB	22	2	бегущего	flag	inflected,unknown	бегущий		бежать:V:-:-			
abhisṛ	aBisf	VERB	22	3	нападающих	flag	inflected_ambiguous,unknown			нападать:V:-:-			
abhisṛj	aBisfj	VERB	5	3	Помчавшись	flag	inflected,unknown	помчаться		помчаться:V:-:-			
abhitap	aBitap	VERB	35	1	согрел	flag	inflected,unknown	согреть		согреть:V:-:-			
abhitap	aBitap	VERB	35	2	согрели	flag	inflected,unknown	согреть		согреть:V:-:-			
abhitap	aBitap	VERB	35	3	угнетенных	flag	inflected_ambiguous,unknown			угнести:V:-:-			
abhitas	aBitas	ADV	102	3	приблизилось	flag	inflected,unknown	приблизиться		приблизиться:V:-:-			
abhitvar	aBitvar	VERB	3	1	поспешишь	flag	inflected,unknown	поспешить		поспешить:V:-:-			
abhitvar	aBitvar	VERB	3	2	спеша	flag	inflected,unknown	спешить		спешить:V:-:-			
abhitāpi	aBitApi	noun	2	1	терзаемого	flag	inflected,unknown	терзаемый		терзать:V:-:-			
abhitāḍay	aBitAqay	VERB	6	1	ударил	flag	inflected,unknown	ударить		ударить:V:-:-			
abhitāḍay	aBitAqay	VERB	6	2	вонзил	flag	inflected,unknown	вонзить		вонзить:V:-:-			
abhitāḍay	aBitAqay	VERB	6	3	ранил	flag	inflected,unknown	ранить		ранить:V:-:-			
abhivac	aBivac	VERB	14	1	сказал	flag	inflected	сказать	5	сказать:V:5:2472.22			
abhivac	aBivac	VERB	14	2	сказано	flag	inflected	сказанный	5	сказать:V:5:2472.22			
abhivac	aBivac	VERB	14	3	промолвил	flag	inflected,unknown	промолвить		промолвить:V:-:-			
abhivad	aBivad	VERB	49	1	обратился	flag	inflected,unknown	обратиться		обратиться:V:-:-			
abhivad	aBivad	VERB	49	2	говорит	flag	inflected,unknown	говорить		говорить:V:-:-			
abhivad	aBivad	VERB	49	3	приветствует	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
abhivand	aBivand	VERB	3	2	приветствовал	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
abhivand	aBivand	VERB	3	3	приветствовав	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
abhivardhay	aBivarDay	VERB	2	1	увеличена	flag	inflected,unknown	увеличенный		увеличить:V:-:-			
abhivat	aBivat	ADJ	3	1	сказал	flag	inflected	сказать	5	сказать:V:5:2472.22			
abhivat	aBivat	ADJ	3	2	любезничает	flag	inflected,unknown	любезничать		любезничать:V:-:-			
abhivat	aBivat	ADJ	3	3	говорит	flag	inflected,unknown	говорить		говорить:V:-:-			
abhivaś	aBivaS	verb	3	1	привези	flag	inflected,unknown	привезти		привезти:V:-:-			
abhivaś	aBivaS	verb	3	2	вези	flag	inflected,unknown	везти		везти:V:-:-			
abhivaś	aBivaS	verb	3	3	Навязывает	flag	inflected,unknown	навязывать		навязывать:V:-:-			
abhividīpay	aBividIpay	VERB	2	1	заалели	flag	inflected,unknown	заалеть		заалеть:V:-:-			
abhividīpay	aBividIpay	VERB	2	2	озарились	flag	inflected,unknown	озариться		озариться:V:-:-			
abhivij	aBivij	VERB	2	1	повредит	flag	inflected,unknown	повредить		повредить:V:-:-			
abhivijval	aBivijval	VERB	10	2	пламенеющим	flag	inflected,unknown	пламенеющий		пламенеть:V:-:-			
abhivijval	aBivijval	VERB	10	3	палящие	flag	inflected_ambiguous,unknown			палящий:A:-:-			
abhivikhyāta	aBiviKyAta	noun	5	1	прославлен	flag	inflected,unknown	прославленный		прославить:V:-:-			
abhivikhyāta	aBiviKyAta	noun	5	2	известен	flag	inflected,unknown	известный		известный:A:-:-			
abhivikhyāta	aBiviKyAta	noun	5	3	знаменитым	flag	inflected,unknown	знаменитый		знаменитый:A:-:-			
abhivinī	aBivinI	noun	2	1	воспитан	flag	inflected_ambiguous,unknown			воспитанный:A:-:-			
abhiviruc	aBiviruc	VERB	2	1	засияло	flag	inflected,unknown	засиять		засиять:V:-:-			
abhiviruc	aBiviruc	VERB	2	2	блистал	flag	inflected,unknown	блистать		блистать:V:-:-			
abhivirāj	aBivirAj	VERB	8	1	сияла	flag	inflected,unknown	сиять		сиять:V:-:-			
abhivirāj	aBivirAj	VERB	8	2	блистаешь	flag	inflected,unknown	блистать		блистать:V:-:-			
abhivirāj	aBivirAj	VERB	8	3	вижу	flag	inflected,unknown	видеть		видеть:V:-:-			
abhiviśruta	aBiviSruta	noun	4	2	знаменит	flag	inflected,unknown	знаменитый		знаменитый:A:-:-			
abhiviśruta	aBiviSruta	noun	4	3	известен	flag	inflected,unknown	известный		известный:A:-:-			
abhivlag	aBivlag	VERB	2	1	Настигнув	flag	inflected,unknown	настигнуть		настигнуть:V:-:-			
abhivlag	aBivlag	VERB	2	2	настигнуты	flag	inflected,unknown	настигнутый		настигнуть:V:-:-			
abhivraj	aBivraj	VERB	4	2	Вторгаясь	flag	inflected,unknown	вторгаться		вторгаться:V:-:-			
abhivraj	aBivraj	VERB	4	3	Отправляясь	flag	inflected,unknown	отправляться		отправляться:V:-:-			
abhivyadh	aBivyaD	VERB	15	1	поразил	flag	inflected,unknown	поразить		поразить:V:-:-			
abhivyadh	aBivyaD	VERB	15	2	пронзил	flag	inflected,unknown	пронзить		пронзить:V:-:-			
abhivyadh	aBivyaD	VERB	15	3	поражали	flag	inflected,unknown	поражать		поражать:V:-:-			
abhivyañj	aBivyaYj	VERB	13	1	обнаруживается	flag	inflected,unknown	обнаруживаться		обнаруживаться:V:-:-			
abhivyañj	aBivyaYj	VERB	13	3	проявляется	flag	inflected,unknown	проявляться		проявляться:V:-:-			
abhivyāhṛ	aBivyAhf	VERB	7	1	произносят	flag	inflected,unknown	произносить		произносить:V:-:-			
abhivyāhṛ	aBivyAhf	VERB	7	2	скажу	flag	inflected	сказать	5	сказать:V:5:2472.22			
abhivāda	aBivAda	NOUN	7	2	приветствием	flag	inflected,unknown	приветствие		приветствие:S:-:-			
abhivāda	aBivAda	NOUN	7	3	приветствует	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
abhivādana	aBivAdana	NOUN	8	2	приветствуй	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
abhivādana	aBivAdana	NOUN	8	3	приветствует	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
abhivāday	aBivAday	VERB	196	1	приветствовал	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
abhivāday	aBivAday	VERB	196	2	приветствовав	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
abhivāday	aBivAday	VERB	196	3	почтив	flag	inflected,unknown	почтить		почтить:V:-:-			
abhivādi	aBivAdi	noun	16	1	приветствовал	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
abhivādi	aBivAdi	noun	16	3	приветствовала	flag	inflected,unknown	приветствовать		приветствовать:V:-:-			
abhivāray	aBivAray	VERB	6	2	потеснил	flag	inflected,unknown	потеснить		потеснить:V:-:-			
abhivāvaśya	aBivAvaSya	noun	2	1	стремится	flag	inflected,unknown	стремиться		стремиться:V:-:-			
abhivīkṣ	aBivIkz	VERB	34	2	увидев	flag	inflected	увидеть	4	увидеть:V:4:448.26			
