lemma	nkrya_pos	gloss_rows
повергать	V	11
повредить	V	11
повторять	V	11
погибель	S	11
погрузить	V	11
погубить	V	11
подвижный	A	11
подробно	ADV	11
подруга	S	11
поместить	V	11
понимать	V	11
поселение	S	11
послушание	S	11
поступать	V	11
почтенный	A	11
появление	S	11
праздник	S	11
преданность	S	11
приглашение	S	11
приказание	S	11
пропитать	V	11
проступок	S	11
протянуть	V	11
пытаться	V	11
раб	S	11
раздавить	V	11
разрушение	S	11
разящий	A	11
раскалить	V	11
расположение	S	11
рассудок	S	11
решающий	A	11
решимость	S	11
родич	S	11
свобода	S	11
сезон	S	11
сладостный	A	11
слева	ADV	11
смех	S	11
содрогаться	V	11
соединиться	V	11
созерцание	S	11
сойти	V	11
соответствовать	V	11
сопрячь	V	11
спасение	S	11
спокойно	ADV	11
спрашивать	V	11
средоточие	S	11
старец	S	11
сумерки	S	11
сустав	S	11
твёрдо	ADV	11
ткань	S	11
топливо	S	11
трижды	ADV	11
труднодостижимый	A	11
трудность	S	11
увенчать	V	11
угодный	A	11
угощение	S	11
удалиться	V	11
умелый	A	11
умножать	V	11
усеять	V	11
усиливать	V	11
устремляться	V	11
участь	S	11
хулитель	S	11
черепаха	S	11
чрезвычайно	ADV	11
щедрость	S	11
щит	S	11
южный	A	11
безграничный	A	10
безобманный	A	10
безопасность	S	10
беспокойство	S	10
благосклонность	S	10
благоухать	V	10
блуждать	V	10
вводить	V	10
веданг	S	10
вечерний	A	10
вечером	ADV	10
веять	V	10
взволновать	V	10
взывать	V	10
вкусить	V	10
властелин	S	10
влечь	V	10
внук	S	10
вожделение	S	10
воздержание	S	10
возникновение	S	10
возрастать	V	10
вопрос	S	10
воспевать	V	10
восток	S	10
враждебность	S	10
всепроникающий	A	10
выбор	S	10
выдыхать	V	10
голубь	S	10
горло	S	10
господь	S	10
гостеприимство	S	10
греметь	V	10
грешный	A	10
группа	S	10
гусь	S	10
данный	V	10
дасие	S	10
двойной	A	10
деньга	S	10
дивный	A	10
должник	S	10
дубина	S	10
жалкий	A	10
жениться	V	10
завершить	V	10
закрывать	V	10
замысел	S	10
заросль	S	10
зачем	ADV	10
заяц	S	10
злонамеренный	A	10
игрок	S	10
колонна	S	10
колос	S	10
кончик	S	10
копыто	S	10
корзина	S	10
крокодил	S	10
круглый	A	10
куча	S	10
ланка	S	10
лань	S	10
левый	A	10
лик	S	10
лишать	V	10
лотосоглазый	A	10
лотосоокий	A	10
лошадь	S	10
любовник	S	10
манго	S	10
милостыня	S	10
мозг	S	10
мука	S	10
наг	S	10
надёжный	A	10
назначить	V	10
напоминать	V	10
наступить	V	10
натягивать	V	10
небольшой	A	10
неверный	A	10
ненавистник	S	10
непостижимый	A	10
непостоянный	A	10
непрерывно	ADV	10
неудержимый	A	10
нечистота	S	10
ничтожный	A	10
обдумать	V	10
обширный	A	10
общество	S	10
одержимый	A	10
одолевать	V	10
оказать	V	10
оперение	S	10
описать	V	10
определение	S	10
опустить	V	10
опытный	A	10
освятить	V	10
отдельный	A	10
отправить	V	10
отступить	V	10
падение	S	10
пахарь	S	10
пение	S	10
период	S	10
питательный	A	10
пламенный	A	10
повернуть	V	10
подарок	S	10
поддержать	V	10
пожар	S	10
позади	ADV	10
пойти	V	10
покоритель	S	10
попросить	V	10
поспешить	V	10
поспешно	ADV	10
поступок	S	10
посылать	V	10
появиться	V	10
правильный	A	10
практика	S	10
предлог	S	10
прибегать	V	10
приветствие	S	10
пригласить	V	10
приняться	V	10
приём	S	10
продолжать	V	10
продолжение	S	10
производить	V	10
противоположный	A	10
прочный	A	10
пуруша	S	10
путник	S	10
раздавать	V	10
разлучить	V	10
разрешение	S	10
разыскивать	V	10
раскат	S	10
распустить	V	10
расстаться	V	10
расстояние	S	10
рваться	V	10
реальность	S	10
ремень	S	10
решить	V	10
садиться	V	10
сбор	S	10
светить	V	10
свидание	S	10
сзади	ADV	10
синий	A	10
склон	S	10
сколько	ADV	10
скорость	S	10
сладость	S	10
слог	S	10
снабдить	V	10
совместный	A	10
сопровождение	S	10
сосредоточение	S	10
спокойный	A	10
сразить	V	10
старание	S	10
стезя	S	10
столкновение	S	10
столь	ADV	10
страстный	A	10
субстрат	S	10
существующий	A	10
считаться	V	10
танцевать	V	10
тяжко	ADV	10
тяжёлый	A	10
удача	S	10
удивление	S	10
удобно	ADV	10
указать	V	10
указывать	V	10
украшать	V	10
упрёк	S	10
устрашать	V	10
устроитель	S	10
утвердить	V	10
учиться	V	10
хобот	S	10
царственный	A	10
целовать	V	10
чаша	S	10
чувственный	A	10
чуждый	A	10
шнур	S	10
шри	S	10
эпитет	S	10
эхо	S	10
яростный	A	10
аргумент	S	9
беззащитный	A	9
безраздельный	A	9
беспрепятственно	ADV	9
бессильный	A	9
бесстрашный	A	9
бесчисленный	A	9
благосклонный	A	9
благочестие	S	9
варн	S	9
вдохновение	S	9
великолепный	A	9
весна	S	9
взирать	V	9
видный	A	9
военный	A	9
возить	V	9
возрасти	V	9
восточный	A	9
восходить	V	9
восходящий	A	9
вплоть	ADV	9
враждовать	V	9
вражеский	A	9
вращаться	V	9
выгнать	V	9
выдох	S	9
выступать	V	9
газель	S	9
гетера	S	9
грозовой	A	9
давильный	A	9
доение	S	9
должное	S	9
доступный	A	9
дружелюбный	A	9
ехать	V	9
жадный	A	9
жалость	S	9
заблуждаться	V	9
завоевание	S	9
задрожать	V	9
залог	S	9
занятие	S	9
занятой	A	9
зачать	V	9
звон	S	9
знатный	A	9
зной	S	9
зрение	S	9
избавлять	V	9
издали	ADV	9
издать	V	9
издревле	ADV	9
изранить	V	9
инструмент	S	9
исключение	S	9
иссякать	V	9
истребить	V	9
истребление	S	9
йогин	S	9
канал	S	9
кнут	S	9
коварный	A	9
кожаный	A	9
контакт	S	9
корм	S	9
коршун	S	9
красноречивый	A	9
крыша	S	9
ласково	ADV	9
ликование	S	9
лука	S	9
малое	S	9
материнский	A	9
метнуть	V	9
миновать	V	9
мировой	A	9
многообразный	A	9
морской	A	9
мощно	ADV	9
навоз	S	9
намереваться	V	9
направлять	V	9
напрасно	ADV	9
наставлять	V	9
наступать	V	9
начинание	S	9
небосвод	S	9
неотвратимый	A	9
непосредственный	A	9
непостоянство	S	9
неправедный	A	9
непреходящий	A	9
несомненно	ADV	9
неспособность	S	9
новолуние	S	9
нора	S	9
облизывать	V	9
оболочка	S	9
обращение	S	9
обречь	V	9
обрить	V	9
обучать	V	9
обучение	S	9
овечий	A	9
ограниченный	A	9
озарить	V	9
опасный	A	9
опоясать	V	9
опыт	S	9
освобождаться	V	9
ослепить	V	9
отвращать	V	9
отказаться	V	9
отражение	S	9
отречься	V	9
охранитель	S	9
панда	S	9
перворождённый	A	9
переполненный	A	9
плакать	V	9
побоище	S	9
погружаться	V	9
податель	S	9
подаяние	S	9
подвластный	A	9
позор	S	9
показаться	V	9
покорный	A	9
покров	S	9
посох	S	9
постель	S	9
потрясти	V	9
почва	S	9
почитатель	S	9
почтительность	S	9
почтительный	A	9
праведник	S	9
прародитель	S	9
преграда	S	9
предложить	V	9
представление	S	9
прекраснобедрый	A	9
прелестный	A	9
пренебрежение	S	9
приверженный	A	9
привлекать	V	9
прикосновение	S	9
принадлежать	V	9
принудить	V	9
пробуравить	V	9
прожить	V	9
промедление	S	9
промежуток	S	9
промежуточный	A	9
пронизать	V	9
проникать	V	9
противоречащий	A	9
проявить	V	9
путешествие	S	9
равнодушный	A	9
радостно	ADV	9
различать	V	9
разрывать	V	9
распуститься	V	9
рассеивать	V	9
решиться	V	9
сбить	V	9
сверху	ADV	9
сезам	S	9
серп	S	9
скала	S	9
скитаться	V	9
скоро	ADV	9
